timestamp_ms,pwm_input,velocity_response
7093,20.0,-0.06089774891734123
7094,20.0,-0.06089774891734123
7095,20.0,-0.0126897431910038
7096,20.0,-0.012562845833599567
7097,20.0,-0.06003624573349953
7098,20.0,0.01196206733584404
7099,20.0,0.08323919773101807
7100,20.0,-0.06038790941238403
7101,20.0,0.03541402518749237
7102,20.0,0.08265653252601624
7103,20.0,-0.013365715742111206
7104,20.0,-0.013232058845460415
7105,20.0,-0.013099738396704197
7106,20.0,-0.08436788618564606
7107,20.0,0.03547396510839462
7108,20.0,-0.012479804456233978
7109,20.0,0.03524402156472206
7110,20.0,-0.060306474566459656
7111,20.0,-0.05970340967178345
7112,20.0,0.03609168156981468
7113,20.0,-0.08326740562915802
7114,20.0,-0.03483569994568825
7115,20.0,-0.058286264538764954
7116,20.0,-0.057703401893377304
7117,20.0,0.1332673579454422
7118,20.0,-0.034660130739212036
7119,20.0,-0.081912562251091
7120,20.0,-0.3190838098526001
7121,20.0,-0.12550042569637299
7122,20.0,-0.05284746736288071
7123,20.0,-0.12371695041656494
7124,20.0,-0.0510818287730217
7125,20.0,0.02082694321870804
7126,20.0,-0.00318024680018425
7127,20.0,-0.050747472792863846
7128,20.0,-0.0026409700512886047
7129,20.0,0.04498446732759476
7130,20.0,-0.3124539256095886
7131,20.0,-0.21413251757621765
7132,20.0,0.049800485372543335
7133,20.0,0.001703452318906784
7134,20.0,0.04928544536232948
7135,20.0,0.001193564385175705
7136,20.0,-0.04641740024089813
7137,20.0,-0.21254685521125793
7138,20.0,0.0513702929019928
7139,20.0,0.050856590270996094
7140,20.0,-0.02105112001299858
7141,20.0,0.05055853724479675
7142,20.0,0.0500529520213604
7143,20.0,0.0971490666270256
7144,20.0,-0.09421496093273163
7145,20.0,-0.06947508454322815
7146,20.0,0.0026188120245933533
7147,20.0,-0.0450064055621624
7148,20.0,0.05064171552658081
7149,20.0,0.0025362707674503326
7150,20.0,0.0025109080597758293
7151,20.0,0.050084829330444336
7152,20.0,-0.23600782454013824
7153,20.0,-0.04325401782989502
7154,20.0,0.052376579493284225
7155,20.0,0.09944945573806763
7156,20.0,-0.0919375792145729
7157,20.0,-0.06722047924995422
7158,20.0,-0.018949244171380997
7159,20.0,0.10023603588342667
7160,20.0,-0.04356103390455246
7161,20.0,0.05207263305783272
7162,20.0,0.12294866144657135
7163,20.0,0.05032242089509964
7164,20.0,0.12121595442295074
7165,20.0,0.12000379711389542
7166,20.0,0.047407008707523346
7167,20.0,-0.0006660893559455872
7168,20.0,-0.0006594284786842763
7169,20.0,0.14214187860488892
7170,20.0,-0.07347339391708374
7171,20.0,0.04625950753688812
7172,20.0,0.04579691216349602
7173,20.0,0.11673569679260254
7174,20.0,0.11556833982467651
7175,20.0,0.2810062766075134
7176,20.0,0.25439849495887756
7177,20.0,0.32325124740600586
7178,20.0,0.558011531829834
7179,20.0,0.36203765869140625
